Bar,Beer,Style,Country,TotalQty,TotalRevenue,TotalCost,AvgMarkupPercent,TotalMargin
Варшавская,"Петрус Рэд, 0,330 бут.",Крепкая вишня и персик (Ф),Бельгия,1,850.0,413.0,1.0581,437.0
Варшавская,"План Б Ковбой Мальборо, ж/б., 0,500",ИПА (Ф),Россия,3,1170.0,615.0,0.9024,555.0
Варшавская,"План Б Отличный план, ж/б., 0,5",ИПА (Ф),Россия,6,2520.0,1260.0,1.0,1260.0
Варшавская,"План Б Тропикал Пэйнкиллер, 0,500 ж/б",Дабл ИПА + (Ф),Россия,3,1143.69,660.0,0.7328666666666667,483.69
Варшавская,"Полночный Проект Икарус, ж/б, 0,500",НЕИПА (Ф),Россия,5,2548.1099999999997,1338.6000000000001,0.7718333333333334,1209.5099999999998
Варшавская,"Ребел Эпл Дикий Крест, 0,45 бут.",Сидры и пуаре ур 2 (Ф),Россия,4,1905.94,873.92,1.1809249999999998,1032.02
Варшавская,"Ригеле Альте Вайс, темное, 0,500 бут.",Темные эли (Ф),Германия,1,704.12,330.0,1.1337,374.12
Варшавская,"Ригеле Аугсбургер Херренпилс, 0,500 бут.",Пилснеры (Ф),Германия,5,3750.0,1387.8,1.7021,2362.2
Варшавская,"Ригеле Вайсс, б/а, светлое, 0,500 бут.",Пиво б/а (Ф),Германия,6,3900.0,1388.11,1.80958,2511.89
Варшавская,"Ригеле Вюрцигес Экспорт, 0,500 бут.",Хели (Ф),Германия ,5,3750.0,1387.8,1.7021,2362.2
Варшавская,"Ригеле Коммерциенрат, 0,500 бут.",Хели (Ф),Германия ,3,2167.26,827.56,1.6186,1339.7
Варшавская,"Ригеле Файнес Урхелль, светлое, 0,500 бут.",Хели (Ф),Германия ,6,4442.28,1680.56,1.6461999999999999,2761.7200000000003
Варшавская,"Родное яблочко  Драй  0,500 .",Сидры и пуаре ур 2 (Ф),Россия,2,980.0,440.0,1.2273,540.0
Варшавская,"Рэбел Эппл Bride, бут. 0,75",Сидры и пуаре ур 2 (Ф),Россия ,1,2100.0,970.2,1.1645,1129.8
Варшавская,"С-Петерс  Бест Биттер, 0,500 бут.","Карамельное, янтарное пиво 2 Ф",Англия,2,1180.0,360.0,2.2778,820.0
Варшавская,"С-Петерс Руби ред, 0,500 бут.","Карамельное, янтарное пиво 2 Ф",Англия,3,1770.0,810.0,1.1852,960.0
Варшавская,"С-Петерс Хани Портер, 0,500 бут.",Темные эли (Ф),Англия,3,1770.0,210.0,7.4286,1560.0
Варшавская,"Саботаж Хоп Райдер  ж/б, 0,500",НЕИПА (Ф),Россия,1,520.0,237.0,1.1941,283.0
Варшавская,"Селфмэйд BFG  ж/б, 0,500",Дабл ИПА + (Ф),Россия,3,1650.0,732.0,1.2541,918.0
Варшавская,"Сидр ЛиК V6.0 0,450 бут.",Сидры и пуаре ур 2 (Ф),Россия,3,1260.0,471.0,1.6752,789.0
Варшавская,"Сидр ЛиК V7.0 0,450 бут.",Сидры и пуаре ур 2 (Ф),Россия,4,1331.3600000000001,628.0,0.8833,703.36
Варшавская,"Степь И Ветер Вишня, ж/б, 0,45",Миды и меломели (Ф),Россия,1,490.0,223.44,1.193,266.56
Варшавская,"Степь И Ветер Мед и Абрикос 0,45 ж/б",Миды и меломели (Ф),Россия,1,490.0,223.44,1.193,266.56
Варшавская,"СэлфМэйд ceremony, ж/б. 0,450 .",НЕИПА (Ф),Россия,2,1000.0,478.0,1.0921,522.0
Варшавская,"Трипл Кармелит, 0,330 бут.",Крепкая бельгия 8+ (Ф),Бельгия,1,631.0,347.0,0.8184,284.0
Варшавская,"Фуллерс ЕСБ, 0,500 бут.","Карамельное, янтарное пиво 2 Ф",Англия,2,1540.0,697.42,1.2081,842.58
Варшавская,"Фуллерс Лондон Блэк Каб Стаут, 0,500 бут.",Темные эли (Ф),Англия,2,1540.0,697.42,1.2081,842.58
Варшавская,"Фуллерс Лондон Портер, 0,500 бут.",Темные эли (Ф),Англия,3,2070.0,1046.1299999999999,0.9787,1023.8700000000001
Варшавская,"Фуллерс Лондон Прайд, 0,500 бут.","Карамельное, янтарное пиво 2 Ф",Англия,2,1500.0,697.42,1.1508,802.58
Варшавская,Херкенрод Ноктис брюн 0.75 б,Крепкая бельгия 8+ (Ф),Бельгия,1,1800.0,845.0,1.1302,955.0
Варшавская,"Шнайдер Майне Хелле ТАР1, 0,500 бут.",Вайсс (Ф),Германия,3,1667.63,860.1299999999999,0.9388,807.5
Варшавская,"Шнайдер ТАР5, 0,500 бут.",Другое нефильтрованное пиво (Ф,Германия,1,750.0,354.32,1.1167,395.68
Варшавская,"Штамм Бревери Хоп Ган Батл Роял, ж/б. 0,500 .","Голден эли, АПА, Пэйл эли (Ф)",Россия,3,1650.0,753.0,1.1912,897.0
Варшавская,"Эплтон Пич , бут. 0,5л",Сидры и пуаре ур 2 (Ф),Россия,1,316.0,179.0,0.7654,137.0
Кременчугская, Brewlok  Мыло Асс.,Напитки б/а (Ф),Россия,7,2660.0,1351.21,0.9686,1308.79
Кременчугская,"4Brewers | Зависимость"" Черный перец"" | 450мл.",Гозе и овощные гозе (Ф),Россия,1,520.0,223.44,1.3272,296.56
Кременчугская,"4Brewers Большой брат, ж/б. 0,500 .",Дабл ИПА + (Ф),Россия ,4,2133.42,893.76,1.3621666666666667,1239.66
Кременчугская,"4Brewers Зависимость Зеленые оливки, ж/б. 0,450 .",Гозе и овощные гозе (Ф),Россия ,4,2080.0,889.84,1.3374999999999997,1190.1599999999999
Кременчугская,"4Brewers Зависимость, ж/б. 0,450 .",Гозе и овощные гозе (Ф),Россия ,4,2080.0,803.6,1.5884,1276.4
Кременчугская,"Atmosphere brew Кислый движ, ж/б. 0,500 .",Сауэр эли (Ф),Россия ,3,1320.0,594.0,1.2222,726.0
Кременчугская,"Bombardier Premium British, 0,5 бут",Имперское (Ф),Англия,1,750.0,263.45,1.8468,486.55
Кременчугская,Brewlok | Черный Пес | 500мл.,ИПА (Ф),Россия,2,734.26,353.08,1.07955,381.18
Кременчугская,"Gletcher Nut Butter, ж/б. 0,500 .",Темные эли (Ф),Россия ,4,1560.0,688.0,1.2674,872.0
Кременчугская,"Gravity Project Blueberry Jam, бут. 0,5л",Сидры б/а (Ф),Россия,2,900.0,475.2,0.8939,424.8
Кременчугская,"Gypsy Queen абрикос молочный улун, ж/б 0.33",Напитки б/а (Ф),Россия,1,320.0,140.58,1.2763,179.42
Кременчугская,"Konix Cappuccino Stout, ж/б. 0,500 .",Темные эли (Ф),Россия ,3,1170.0,420.0,1.7857,750.0
Кременчугская,"Konix Choose your Fighter, ж/б. 0,450 .",НЕИПА (Ф),Россия ,5,2699.0,1450.0,0.852625,1249.0
Кременчугская,"Konix Mary Stay Home, ж/б. 0,500 .",Гозе и овощные гозе (Ф),Россия ,4,1720.0,828.0,1.0773,892.0
Кременчугская,"Konix Salt and Malt, ж/б. 0,450 .",Гозе и овощные гозе (Ф),Россия ,3,1170.0,420.0,1.7857,750.0
Кременчугская,Konix Сладкоежка 500мл.,Сауэр эли (Ф),Россия,1,520.0,270.0,0.9259,250.0
Кременчугская,Lapochka cola ж/б 0.33,Напитки б/а (Ф),Россия,1,290.0,112.0,1.5893,178.0
Кременчугская,"Lapochka Мираж: малина, гранат, ромашка, ж/б 0.33",Напитки б/а (Ф),Россия,4,895.12,447.95,0.99825,447.16999999999996
Кременчугская,"Lapochka Попробуй технологии на вкус, ж/б 0.33",Напитки б/а (Ф),Россия,7,2030.0,783.21,1.5919333333333334,1246.79
Кременчугская,Midnight Project | Cyberpunk Shotgun | 500мл.,Дабл ИПА + (Ф),Россия,5,2838.75,1202.8,1.3601199999999998,1635.95
Кременчугская,Newcastle 0.33 бут,"Карамельное, янтарное пиво 2 Ф",Англия,1,590.0,252.2,1.3394,337.8
Кременчугская,"Old Speckled Hen, 0,5 ж/б","Карамельное, янтарное пиво 2 Ф",Англия,5,3300.0,1115.5,1.9583000000000002,2184.5
Кременчугская,"PP Anubis, бут. 0,500 .",Имперское (Ф),Россия,1,630.0,276.45,1.2789,353.55
Кременчугская,"PP Noggenfogger Elixir, ж/б. 0,500 .",НЕИПА (Ф),Россия ,2,1260.0,519.92,1.4234,740.08
Кременчугская,"PP Жигуликеллер, 0,500 ж/б.",Другие лагеры (Ф),Мексика,3,1590.0,712.95,1.2302,877.0500000000001
Кременчугская,Paradox | IPA | 450мл.,ИПА (Ф),Россия,1,440.0,207.0,1.1256,233.0
Кременчугская,"Sabotage Sour Habit,500мл.",Сауэр эли (Ф),Россия,1,490.0,0.0,0.0,490.0
Кременчугская,"Saldens Citra & Mosaic DIPA, ж/б. 0,450 .",Дабл ИПА + (Ф),Россия ,4,1903.66,900.0,1.115175,1003.6600000000001
Кременчугская,"Saldens Triple IPA ж/б. 0,450 .",Дабл ИПА + (Ф),Россия ,1,550.0,245.0,1.2449,305.0
Кременчугская,"StadsHaven Great White, 0,330 бут.",Бланш (Ф),Нидерланды,24,8321.279999999999,3482.95,1.7753,4838.33
Кременчугская,"StadsHaven Moray IPA б/а бут. 0,330 .",Пиво б/а (Ф),Нидерланды,2,980.0,299.2,2.2754,680.8
Кременчугская,"StadsHaven Moray IPA бут. 0,330 .",ИПА (Ф),Нидерланды,1,370.74,152.81,1.4262,217.93
Кременчугская,"StadsHaven Octopus Blond 0,330 бут.",Светлая столовая бельгия (Ф),Бельгия,3,1230.7,430.47,1.8589333333333335,800.23
Кременчугская,"StadsHaven RedHead Ale, 0,330 бут.","Карамельное, янтарное пиво 2 Ф",Нидерланды,1,420.0,142.0,1.9577,278.0
Кременчугская,"StadsHaven Sailor's lager , 0,330 бут.",Другие лагеры (Ф),Нидерланды,1,420.0,143.52,1.9264,276.48
Кременчугская,"Zagovor Emo in A Big City, ж/б. 0,500 .",Сауэр эли (Ф),Россия ,1,630.68,231.0,1.7302,399.67999999999995
Кременчугская,"Zagovor Цитра Цитра Цитра, ж/б. 0,450 .",ИПА (Ф),Россия,3,1331.0,828.0,0.6075333333333334,503.0
Кременчугская,"АФ БРЮ Ингрия 0,330 бут.",ИПА (Ф),Россия,3,1320.0,591.0,1.2335,729.0
Кременчугская,"АФ БРЮ Ит зе даст МОЗАИК, ж/б. 0,500 .",Дабл ИПА + (Ф),Россия,2,1141.85,590.0,0.93535,551.85
Кременчугская,"АФ БРЮ Пэшн из май конфешн, ж/б. 0,500 .",Сауэр эли (Ф),Россия,2,1120.0,622.0,0.8006,498.0
Кременчугская,"АФ БРЮ Хоппи Серф, бут. 0,33 бут .","Голден эли, АПА, Пэйл эли (Ф)",Россия,1,420.0,191.0,1.199,229.0
Кременчугская,"Августин Блонд 0,330 бут.",Светлая столовая бельгия (Ф),Бельгия,2,944.0,364.0,1.5934,580.0
Кременчугская,"Августинер Эдельштофф, 0,500 бут.",Хели (Ф),Германия ,1,750.0,344.35,1.178,405.65
Кременчугская,"Айингер Лагер Хелл, 0,500 бут.",Хели (Ф),Германия ,4,2840.0,1268.4,1.239,1571.6
Кременчугская,"Айингер Фестмарцен , 0,500 бут.",Другие лагеры (Ф),Германия,14,10634.92,4273.92,1.4827000000000001,6361.0
Кременчугская,"Баптист Вит, 0,33 бут",Бланш (Ф),Нидерланды,20,11505.0,4942.35,1.40355,6562.65
Кременчугская,"Белхевен Блэк Стаут, 0,440  ж/б.",Темные эли (Ф),Бельгия,5,3450.0,1243.52,1.774375,2206.48
Кременчугская,"Борнем Дубль, 0,330 бут.",Темная столовая бельгия (Ф),Бельгия,1,590.0,212.36,1.7783,377.64
Кременчугская,"Борнем трипль, 0,330 бут.",Светлая столовая бельгия (Ф),Бельгия,3,1950.0,774.0,1.5194,1176.0
Кременчугская,"Брю Дивижн Вайсглюк Унзере Хефевайцен, 0,500 бут.",Вайсс (Ф),Россия,1,169.03,203.0,-0.1673,-33.97
Кременчугская,"Брюгге зот дюбель, 0,330 бут.",Светлая столовая бельгия (Ф),Бельгия,1,620.0,277.0,1.2383,343.0
Кременчугская,"Брюгге зот, 0,330 бут.",Светлая столовая бельгия (Ф),Бельгия,4,2360.0,1076.0,1.1933,1284.0
Кременчугская,"Бульви Pixie 0,5 бут.",Сидры б/а (Ф),Россия,3,1470.0,645.0,1.2791,825.0
Кременчугская,"Бульви Рустик полусладкий, бут. 0,45л",Сидры б/а (Ф),Россия,4,1638.7,796.0,0.85605,842.7
Кременчугская,"Бульви Сидр Розе, 0,750 бут.",Сидры и пуаре ур 2 (Ф),Россия,2,1147.16,860.0,0.3339,287.1600000000001
Кременчугская,"Вайнштефан Оригинал Хеллес б/а, светлое, 0,500 бут.",Пиво б/а (Ф),Германия,1,490.0,216.73,1.2609,273.27
Кременчугская,"Вайнштефан Оригинал, светлое, 0,500 бут.",Хели (Ф),Германия ,4,2304.42,1090.33,1.00235,1214.09
Кременчугская,"Вайнштефан Хефе Вайсбир, светлое, 0,500 бут.",Вайсс (Ф),Германия,10,5870.5,2616.3999999999996,1.23246,3254.1000000000004
Кременчугская,"Вайнштефан Хефевайсбир б/a,0,500 бут.",Другое нефильтрованное пиво (Ф,Германия,3,1470.0,615.0600000000001,1.39,854.94
Кременчугская,"Вальдеранс сидр де Бретань Брют 0,75 л бут.",Сидры и пуаре ур 2 (Ф),Франция,2,5000.0,1526.0,2.2765,3474.0
Кременчугская,"Василеостровский Пуаре, 0,750 бут.",Фруктовые ламбики (столовые) Ф,Россия,1,530.0,265.0,1.0,265.0
Кременчугская,"Верхаге Барбе Крик темное, 0,330 бут.",Крепкая вишня и персик (Ф),Бельгия,3,2001.0,943.3499999999999,1.13945,1057.65
Кременчугская,"Вичвуд Брювери Хобгоблин Голд, 0,500 ж/б","Карамельное, янтарное пиво 2 Ф",Англия,3,1400.91,753.6899999999999,0.8587333333333333,647.22
Кременчугская,"Вичвуд Брювери Хобгоблин Стаут, 0,500 бут.",Темные эли (Ф),Англия,1,520.0,237.01,1.194,282.99
Кременчугская,"Гиннес 0,0, ж/б 0,440",Темные эли (Ф),Ирландия,1,450.0,315.25,0.4274,134.75
Кременчугская,"Гиннесс Драфт, 0,440 ж/б",Темные эли (Ф),Ирландия,15,9300.0,3564.75,1.6089,5735.25
Кременчугская,"Глетчер Милк оф Амнезия  0.5, бан",Другие охмеленные (Ф),Россия,4,1560.0,692.0,1.2543,868.0
Кременчугская,"Гулден Драак Фуршет , 0,750 бут.",Крепкая бельгия 8+ (Ф),Бельгия,1,2590.0,1006.0,1.5746,1584.0
Кременчугская,"Дальняя дача №1 сухой 0,500, ж/б",Сидры и пуаре ур 2 (Ф),Россия,5,2600.0,960.0,1.7083,1640.0
Кременчугская,"Дальняя дача №2 п/сухой 0,500, стекло",Сидры и пуаре ур 2 (Ф),Россия,1,490.0,192.0,1.5521,298.0
Кременчугская,"Дальняя дача №2 полусухой 0,500, ж/б",Сидры и пуаре ур 2 (Ф),Россия,5,2600.0,860.0,2.0233,1740.0
Кременчугская,"Дальняя дача №3 полусладкий 0,500, ж/б",Сидры и пуаре ур 2 (Ф),Россия,1,468.0,0.0,0.0,468.0
Кременчугская,"Делириум Тременс, 0,330 бут.",Светлая столовая бельгия (Ф),Бельгия,1,720.0,176.2,3.0863,543.8
Кременчугская,"Джоус Американский Пэйл Эль, светлое, 0,450бут.","Голден эли, АПА, Пэйл эли (Ф)",Россия,1,470.0,219.0,1.1461,251.0
Кременчугская,"Джоус Атомная Прачечная Extra Ipa,  0,500 бут.",Дабл ИПА + (Ф),Россия,2,1231.0,590.0,1.08645,641.0
Кременчугская,"Джоус Атомная Прачечная, светлое, 0,500 бут.",Пиво б/а (Ф),Россия,17,9646.55,4520.0,1.1311666666666667,5126.549999999999
Кременчугская,"Джоус Лагер, светлое, 0,500 бут.",Другие лагеры (Ф),Россия,4,1635.65,796.0,1.1069499999999999,839.6500000000001
Кременчугская,"Джоус Мюних Хеллес 0,500 бут.",Другие лагеры (Ф),Россия,4,1560.0,696.25,1.2406,863.75
Кременчугская,"Джоус Саур Бриз Грейпфрут, 0,500 бут.",Сауэр эли (Ф),Россия,2,940.0,480.0,0.9583,460.0
Кременчугская,"Джоус Саур Бриз Манго, 0,500 бут.",Сауэр эли (Ф),Россия,2,840.0,480.0,0.75,360.0
Кременчугская,"Джоус Спот Кола, б/а, 0,330 ж/б",Напитки б/а (Ф),Россия,1,245.41,190.0,0.2916,55.41
Кременчугская,"Дюшес Де Бургунь 0,330 бут.",Флемиш (Ф),Бельгия,2,1207.05,640.18,0.8855,566.8700000000001
Кременчугская,"Заговор Indwell ж/б. 0,500 .",НЕИПА (Ф),Россия,1,590.0,271.0,1.1771,319.0
Кременчугская,"Заговор Пиксель, ж/б. 0,450 .",ИПА (Ф),Россия,1,590.0,248.0,1.379,342.0
Кременчугская,"Заповедник  Le Shouga 0,33 л бут.",Сидры и пуаре ур 2 (Ф),Россия,1,530.0,247.0,1.1457,283.0
Кременчугская,"Заповедник АБАНАМАТ  0,45 л бут.",Сидры и пуаре ур 2 (Ф),Россия,4,2080.0,857.37,1.4182,1222.63
Кременчугская,"Зеро Поинт сила ветра б/а, 0,330 ж/б",Пиво б/а (Ф),Россия,3,1110.0,585.0,0.8973999999999999,525.0
Кременчугская,"КУЛИНАР Гранатовый эклер , 0.450 ж/б",Сауэр эли (Ф),Россия ,1,65.33,384.0,-0.8299,-318.67
Кременчугская,"КУЛИНАР Штрудель Вишня, 0,5л ж/б",Сауэр эли (Ф),Россия,1,650.0,291.0,1.2337,359.0
Кременчугская,"КУЛИНАР Штрудель ГРУША-ЯБЛОКО, 0,5л ж/б",Сауэр эли (Ф),Россия,2,1240.0,714.0,0.7367,526.0
Кременчугская,Квак 0.75,Светлая столовая бельгия (Ф),Бельгия,2,3580.0,1618.0,1.2126,1962.0
Кременчугская,Квак Амбер 0.33,Светлая столовая бельгия (Ф),Бельгия,4,2666.76,1276.0,1.08995,1390.76
Кременчугская,Квак Блонд 0.75,Светлая столовая бельгия (Ф),Бельгия,3,3990.0,2535.0,0.574,1455.0
Кременчугская,"Киис Enjoy The Silence 0,330 ж/б.",Крепкая бельгия 8+ (Ф),Нидерланды,1,1290.0,472.0,1.7331,818.0
Кременчугская,"Киис Экспорт Портер, 0,330 бут.",Имперское (Ф),Нидерланды,3,2370.0,1392.0,0.7026,978.0
Кременчугская,"Клаусталер 0%,  0,330 бут.",Пиво б/а (Ф),Германия,1,490.0,155.2,2.1572,334.8
Кременчугская,"Коникс Sweet Bear w/ Caramel, ж/б. 0,500 .",Темные эли (Ф),Россия,4,1760.0,780.0,1.2564,980.0
Кременчугская,"Коникс Дать Шанс, ж/б. 0,500 .",Другие охмеленные (Ф),Россия,2,1040.0,480.0,1.1667,560.0
Кременчугская,"Ла Трапп Блонд,0,330 бут.",Светлая столовая бельгия (Ф),Нидерланды,7,4130.0,1925.0,1.1455,2205.0
Кременчугская,"Ла Трапп Исидор, темное, 0,330 бут.",Светлая столовая бельгия (Ф),Нидерланды,5,3600.0,1479.5,1.4272,2120.5
Кременчугская,"Ла Трапп Квадрупель, темное, 0,330 бут.",Крепкая бельгия 8+ (Ф),Нидерланды,3,1772.56,945.0,0.8756999999999998,827.56
Кременчугская,"Ла Трапп Трипель, светлое, 0,330 бут.",Крепкая бельгия 8+ (Ф),Нидерланды,2,1580.0,578.0,1.7336,1002.0
Кременчугская,"Леффе Брюн, 0,330 бут.",Темная столовая бельгия (Ф),Бельгия,4,1960.0,814.8,1.4055,1145.2
Кременчугская,"Нью Ригас Коза в малиннике, 0,450 ж/б.",Сауэр эли (Ф),Россия,1,420.0,171.76,1.4453,248.24
Кременчугская,"Нью Ригас Комета, 0,450 ж/б.",ИПА (Ф),Россия,7,2730.0,1066.03,1.5609,1663.97
Кременчугская,"Омер,330 бут.",Светлая столовая бельгия (Ф),Бельгия,1,590.0,256.0,1.3047,334.0
Кременчугская,"Орвал, 0,330 бут.",Крепкая бельгия 8+ (Ф),Бельгия,1,67.44,366.0,-0.8157,-298.56
Кременчугская,"Островица Gose, 0,450 ж/б",Гозе и овощные гозе (Ф),Россия,1,420.0,197.0,1.132,223.0
Кременчугская,"Островица Juicy IPA, 0,45 ж/б",ИПА (Ф),Россия,5,2250.0,1023.37,1.1986500000000002,1226.63
Кременчугская,"Островица Американ Пейл Эль, 0,500 ж/б","Голден эли, АПА, Пэйл эли (Ф)",Россия,6,1780.34,1116.88,0.4400799999999999,663.46
Кременчугская,"Островица Индиа Пейл Эль, 0,450 ж/б",ИПА (Ф),Россия,2,780.0,368.6,1.1161,411.4
Кременчугская,"Парадокс Мичелада ж/б. 0,330 .",Гозе и овощные гозе (Ф),Россия,3,1770.0,600.0,1.95,1170.0
Кременчугская,"Парадокс Фатум: Весткост Дабл ИПА, ж/б, 0,500",Дабл ИПА + (Ф),Россия,5,2670.56,1295.0,1.0852499999999998,1375.56
Кременчугская,"Ребел Эпл Дикий Крест Полусухой, 0,45 бут.",Сидры и пуаре ур 2 (Ф),Россия,2,980.0,493.14,0.9873,486.86
Кременчугская,"Ребел Эпл Дикий Крест, 0,45 бут.",Сидры и пуаре ур 2 (Ф),Россия,3,1470.0,756.0,0.9444,714.0
Кременчугская,"Ребел Эпл Кармилла, 0,33 бут.",Сидры и пуаре ур 2 (Ф),Россия,1,390.0,206.0,0.8932,184.0
Кременчугская,"Ригеле Аугсбургер Херренпилс, 0,500 бут.",Пилснеры (Ф),Германия,5,2693.81,1388.93,0.749375,1304.88
Кременчугская,"Ригеле Вюрцигес Экспорт, 0,500 бут.",Хели (Ф),Германия ,5,2600.58,1387.8,1.18445,1212.78
Кременчугская,"Ригеле Келлербир, темное, 0,500 бут.",Другое нефильтрованное пиво (Ф,Германия,2,1380.0,594.0,1.3232,786.0
Кременчугская,"Ригеле Коммерциенрат, 0,500 бут.",Хели (Ф),Германия ,2,1500.0,555.12,1.7021,944.88
Кременчугская,"Ригеле Файнес Урхелль, светлое, 0,500 бут.",Хели (Ф),Германия ,3,1989.0,810.8399999999999,1.453,1178.16
Кременчугская,"Ригеле Хелль, б/а, светлое, 0,500 бут.",Пиво б/а (Ф),Германия,4,2535.0,960.0,1.6631666666666665,1575.0
Кременчугская,"Рошфор 10, 0,330 бут.",Крепкая бельгия 8+ (Ф),Бельгия,1,850.0,378.0,1.2487,472.0
Кременчугская,"Рошфор 6, 0,330 бут.",Светлая столовая бельгия (Ф),Бельгия,1,580.0,261.0,1.2222,319.0
Кременчугская,"Рэбел Эппл Bride, бут. 0,75",Сидры и пуаре ур 2 (Ф),Россия ,2,4200.0,1940.4,1.1645,2259.6
Кременчугская,"С-Петерс Индиа Пейл Эль, 0,500 бут.",ИПА (Ф),Англия,2,1180.0,357.85,2.2975000000000003,822.1500000000001
Кременчугская,"С-Петерс Хани Портер, 0,500 бут.",Темные эли (Ф),Англия,1,590.0,70.0,7.4286,520.0
Кременчугская,"Сидр ЛиК V6.0 0,450 бут.",Сидры и пуаре ур 2 (Ф),Россия,2,840.0,314.0,1.6752,526.0
Кременчугская,"Славянское Солнце Квас Традиционный, б/а, жб. 0,450 .",Пиво б/а (Ф),Россия,2,500.0,190.0,1.6316,310.0
Кременчугская,"Степь И Ветер Дыня Лемонграс, 0,45 ж/б",Миды и меломели (Ф),Россия,4,1960.0,976.08,1.008,983.92
Кременчугская,"Степь и ветер Punch,  0.450 ж/б",Миды и меломели (Ф),Россия ,1,590.0,272.44,1.1656,317.56
Кременчугская,Степь и ветер TONIC MEAD Мёд сладкий 0.450 ж/б,Напитки б/а (Ф),Россия ,2,980.0,446.0,1.1973,534.0
Кременчугская,"Токсовская сидрерия Smoked, 0,330 бут",Сидры и пуаре ур 2 (Ф),Россия,1,390.0,201.0,0.9403,189.0
Кременчугская,"Токсовская сидрерия Костры рябин, 0,330 бут",Сидры и пуаре ур 2 (Ф),Россия,2,940.0,422.0,1.2275,518.0
Кременчугская,"Трипл Кармелит, 0,330 бут.",Крепкая бельгия 8+ (Ф),Бельгия,1,690.0,351.0,0.9658,339.0
Кременчугская,"Трипл Кармелит, 0,75 бут.",Крепкая бельгия 8+ (Ф),Бельгия,3,6900.0,2460.0,1.8049,4440.0
Кременчугская,"Флорис Манго, 0,330 бут.",Фруктовые ламбики (столовые) Ф,Бельгия,2,840.0,380.0,1.2105,460.0
Кременчугская,"Фуллерс ЕСБ, 0,500 бут.","Карамельное, янтарное пиво 2 Ф",Англия,5,3850.0,1697.5,1.268,2152.5
Кременчугская,"Фуллерс Лондон Блэк Каб Стаут, 0,500 бут.",Темные эли (Ф),Англия,5,3850.0,1697.5,1.268,2152.5
Кременчугская,"Фуллерс Лондон Портер, 0,500 бут.",Темные эли (Ф),Англия,5,3450.0,1697.5,1.0324,1752.5
Кременчугская,"Фуллерс Лондон Прайд, 0,500 бут.","Карамельное, янтарное пиво 2 Ф",Англия,1,750.0,405.71,0.8486,344.29
Кременчугская,"Фурнье сидр де Норманди Брют 0,75 л бут.",Сидры и пуаре ур 2 (Ф),Франция,2,1900.0,1192.0,0.594,708.0
Кременчугская,Херкенрод Блонд 0.33 б,Светлая столовая бельгия (Ф),Бельгия,1,520.0,358.0,0.4525,162.0
Кременчугская,"Шапо Малина Ламбик, 0,0375 бут.",Фруктовые ламбики (столовые) Ф,Бельгия,4,3960.0,1500.0,1.64,2460.0
Кременчугская,"Шнайдер TАР7, 0,500 бут.",Вайсс (Ф),Германия,2,1240.0,569.48,1.1774,670.52
Кременчугская,"Шнайдер Майне Хелле ТАР1, 0,500 бут.",Вайсс (Ф),Германия,4,2567.5,1138.96,1.2447333333333332,1428.54
Кременчугская,"Шнайдер ТАР5, 0,500 бут.",Другое нефильтрованное пиво (Ф,Германия,3,2157.09,1017.6600000000001,1.1274333333333333,1139.4299999999998
Кременчугская,"Штраффе Хендрикс Брюгс Квадрюпель,330 бут.",Крепкая бельгия 8+ (Ф),Бельгия,4,3000.0,1340.0,1.2388,1660.0
Кременчугская,"Штраффе Хендрикс Брюгс Трипл,330 бут.",Крепкая бельгия 8+ (Ф),Бельгия,2,1500.0,665.67,1.2533500000000002,834.33
Кременчугская,"Якобинс Крик Макс, светлое, 0,250 бут.",Фруктовые ламбики (столовые) Ф,Бельгия,5,2667.5,970.0,1.7818999999999998,1697.5
Лиговский,4BREWERS | Dr.Nopain | 500мл.,Сауэр эли (Ф),Россия,2,765.0,448.84,0.7044,316.16
Лиговский,"4BREWERS Заяц в шоке, ж/б. 0,450",Сауэр эли (Ф),Россия ,2,1080.0,478.24,1.2583,601.76
Лиговский,"4Brewers  Лимонно-гранатовый тарт, ж/б. 0,500 .",Сауэр эли (Ф),Россия ,1,446.5,223.44,0.9983,223.06
Лиговский,"4Brewers  Магия , ж/б. 0,500 .",Сауэр эли (Ф),Россия ,2,1235.0,0.0,0.0,1235.0
Лиговский,"4Brewers Neuro Juice, ж/б. 0,500 .",Гозе и овощные гозе (Ф),Россия ,2,931.0,446.88,1.0833,484.12
Лиговский,"4Brewers Вторая Личность, ж/б. 0,500 .",Темные эли (Ф),Россия ,1,370.5,196.0,0.8903,174.5
Лиговский,"4Brewers Доза (Манго + Ананас) , ж/б. 0,500 .",Сауэр эли (Ф),Россия ,1,550.0,0.0,0.0,550.0
Лиговский,"4Brewers Доза [Mango + Pineapple + Grapefruit], ж/б. 0,500 .",Сауэр эли (Ф),Россия ,2,900.0,478.24,0.8819,421.76
Лиговский,"4Brewers Доза Апельсин Манго Ананас, ж/б. 0,500 .",Сауэр эли (Ф),Россия ,1,450.0,0.0,0.0,450.0
Лиговский,"4Brewers Доза(банан+ гуава + манго) , ж/б. 0,500 .",Сауэр эли (Ф),Россия ,1,560.0,0.0,0.0,560.0
Лиговский,"4Brewers Зависимость Зеленые оливки, ж/б. 0,450 .",Гозе и овощные гозе (Ф),Россия ,3,1192.5,667.38,0.7868333333333334,525.12
